Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,6-Mar,Yes,Tab,Low
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,6-Mar,No,Mobile,Low
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,10-Jun,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,6-Mar,Yes,Computer,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,3-Jan,Yes,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,10-Jun,School,Non Government,No,Yes,Low,Rich,Wifi,4G,6-Mar,No,Mobile,High
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Computer,Moderate
Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,15-Nov,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,3-Jan,No,Mobile,Low
Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,6-Mar,Yes,Mobile,Moderate
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,6-Mar,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Computer,Moderate
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,High,Mid,Wifi,4G,3-Jan,No,Computer,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,Yes,Mobile,Low
Boy,10-Jun,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,15-Nov,School,Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,3-Jan,No,Computer,High
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,3-Jan,No,Mobile,High
Girl,15-Nov,School,Government,No,No,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,15-Nov,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,3-Jan,Yes,Computer,Moderate
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,6-Mar,Yes,Computer,Moderate
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,No,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,6-Mar,Yes,Computer,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,High
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,Yes,Computer,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Girl,10-Jun,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,High
Girl,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Low
Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,4G,0,No,Mobile,Low
Girl,15-Nov,School,Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,No,Mobile,Low
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Low
Girl,10-Jun,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,6-Mar,Yes,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,Yes,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Girl,15-Nov,School,Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,6-Mar,Yes,Mobile,Moderate
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,Yes,Computer,Moderate
Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,Yes,Computer,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Wifi,3G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,3-Jan,Yes,Computer,Moderate
Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,6-Mar,No,Computer,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,3-Jan,Yes,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,Yes,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,10-Jun,School,Non Government,No,Yes,Low,Rich,Wifi,4G,6-Mar,No,Mobile,High
Girl,15-Nov,School,Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,10-Jun,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,Yes,Computer,Low
Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,3-Jan,Yes,Computer,High
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3-Jan,No,Computer,Moderate
Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,Yes,Mobile,High
Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,10-Jun,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,15-Nov,School,Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,6-Mar,No,Computer,Moderate
Boy,10-Jun,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,Yes,Tab,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,6-Mar,No,Tab,High
Girl,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,High
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,6-Mar,Yes,Computer,Moderate
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,6-Mar,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,6-Mar,No,Computer,Low
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,Yes,Mobile,Moderate
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,10-Jun,School,Non Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,No,Mobile,High
Boy,15-Nov,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,10-Jun,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,Yes,Mobile,Low
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3-Jan,Yes,Computer,High
Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,3-Jan,Yes,Mobile,Low
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Boy,10-Jun,School,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,10-Jun,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,3-Jan,Yes,Mobile,Moderate
Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Boy,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,6-Mar,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,High,Mid,Wifi,4G,3-Jan,No,Computer,Low
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,Yes,Computer,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,16-20,School,Government,No,No,Low,Rich,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,15-Nov,School,Government,No,Yes,Low,Rich,Wifi,4G,3-Jan,No,Mobile,Low
Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,3-Jan,Yes,Mobile,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,6-Mar,No,Computer,Moderate
Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,4G,3-Jan,Yes,Mobile,Moderate
Girl,5-Jan,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Boy,15-Nov,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,6-Mar,Yes,Computer,Moderate
Girl,15-Nov,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,3-Jan,No,Mobile,Low
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Low
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-Jan,No,Mobile,Moderate
Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,5-Jan,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,Moderate
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,15-Nov,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,3-Jan,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Tab,Moderate
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3-Jan,Yes,Computer,Moderate
Girl,15-Nov,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,6-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-Jan,No,Computer,Moderate
Boy,26-30,University,Government,No,No,Low,Mid,Mobile Data,4G,3-Jan,No,Mobile,High
Boy,15-Nov,School,Non Government,No,Yes,High,Mid,Wifi,4G,3-Jan,No,Computer,Low
Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,3-Jan,No,Mobile,Low
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,6-Mar,No,Mobile,Moderate
